TxBat(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),RSSI(dB),RX,RxBatt(V),VSpeed(m/s),Altitude(m),VFAS(V),Current(A),Consumption(mAh),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Ext1,Ext2,Pot3,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ
7.72,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-500,456,385,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.71,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.71,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.7,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.71,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,456,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.7,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,456,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.7,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.7,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.7,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.7,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,456,385,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.7,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,387,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,458,387,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,387,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,387,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-589,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,387,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1015,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1015,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1015,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,64,0,5.31,,,,,,0,0,-1016,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,73,0,5.41,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,,,,,,,,,75,0,5.44,,,16.67,0.1,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.14,,,,,76,0,5.46,,,16.67,0.1,0,0,0,-1016,0,-831,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.14,,,,,78,0,5.47,,,16.68,0.1,0,0,0,-1016,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.14,,,,,79,0,5.49,,,16.68,0,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.14,,,,,80,0,5.49,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.14,,,,,80,0,5.48,,,16.67,0.2,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.14,,,,,78,0,5.48,,,16.67,0.2,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.14,,,,,77,0,5.48,,,16.67,0,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.14,,,,,79,0,5.48,,,16.67,0,0,0,0,-1016,0,-831,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.14,,,,,80,0,5.48,,,16.67,0,0,0,0,-1016,0,-831,-500,458,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.14,,,,,78,0,5.48,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.14,,,,,79,0,5.5,,,16.67,0,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.11,,,,,78,0,5.49,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.11,,,,,78,0,5.48,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.11,,,,,79,0,5.48,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.11,,,,,82,0,5.48,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,83,0,5.48,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,83,0,5.53,,,16.67,0,0,0,0,-1016,0,-830,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,84,0,5.53,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,85,0,5.52,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,84,0,5.5,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,83,0,5.52,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,83,0,5.5,,,16.67,0,0,0,0,-1015,0,-831,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,0.1,4.11,,,,,84,0,5.49,,,16.67,0,0,0,0,-1016,0,-831,-500,457,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,0.1,4.11,,,,,84,0,5.53,,,16.67,0,0,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.11,,,,,84,0,5.51,,,16.67,0,0,0,0,-1015,0,-830,-501,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.11,,,,,84,0,5.52,,,16.67,0,0,0,0,-1017,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,82,0,5.54,,,16.67,0,0,0,0,-1015,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.69,4.2,4.16,4.19,4.11,,,,,82,0,5.54,,,16.67,0,0,0,0,-1016,0,-831,-501,458,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,83,0,5.5,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,83,0,5.55,,,16.67,0,0,0,0,-1016,0,-831,-500,458,387,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,82,0,5.57,,,16.67,0,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,81,0,5.56,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.11,,,,,81,0,5.54,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.51,,,16.67,0,0,0,0,-1016,0,-831,-500,458,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.51,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.49,,,16.67,0,0,0,0,-1016,0,-831,-501,457,387,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.53,,,16.67,0,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.53,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.53,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.5,,,16.67,0,0,0,0,-1016,0,-831,-500,457,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.55,,,16.67,0,0,0,0,-1016,0,-831,-501,458,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,79,0,5.52,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.54,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.52,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.55,,,16.67,0,0,0,0,-1016,0,-830,-500,457,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,82,0,5.53,,,16.67,0,0,0,0,-1015,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,82,0,5.56,,,16.67,0,0,0,0,-1015,0,-831,-500,458,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,82,0,5.58,,,16.67,0,0,0,0,-1015,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,83,0,5.58,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,80,0,5.55,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,79,0,5.53,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,78,0,5.53,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,78,0,5.55,,,16.67,0,0,0,0,-1016,0,-830,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,79,0,5.58,,,16.67,0,0,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.58,,,16.67,0,0,0,0,-1017,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,78,0,5.56,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,79,0,5.56,,,16.67,0,0,0,0,-1016,0,-830,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,79,0,5.55,,,16.67,0,0,0,0,-1016,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,79,0,5.56,,,16.67,0,0,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,79,0,5.54,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,78,0,5.57,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,78,0,5.58,,,16.67,0,0,0,0,-1016,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,78,0,5.59,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.59,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.57,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.56,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,79,0,5.55,,,16.67,0,0,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,78,0,5.57,,,16.67,0,0,0,0,-1016,0,-831,-500,458,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,0.06,4.19,4.08,,,,,78,0,5.58,,,16.67,0,0,0,0,-1015,0,-830,-501,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,0.06,4.19,4.08,,,,,77,0,5.59,,,16.67,0,0,0,0,-1016,0,-831,-500,458,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,76,0,5.59,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,76,0,5.57,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,74,0,5.58,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,76,0,5.59,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,77,0,5.56,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,80,0,5.53,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,81,0,5.56,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,82,0,5.58,,,16.67,0,0,0,0,-1016,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.58,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.59,,,16.67,0,0,0,0,-1016,0,-831,-500,458,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,78,0,5.59,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,78,0,5.59,,,16.67,0,0,0,0,-1015,0,-830,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,78,0,5.57,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.58,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.58,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.54,,,16.67,0,0,0,0,-1016,0,-831,-501,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.57,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.55,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.57,,,16.67,0,0,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,80,0,5.54,,,16.67,0,0,0,0,-1016,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.57,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,79,0,5.58,,,16.67,0,0,0,0,-1015,0,-830,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,81,0,5.58,,,16.67,0,0,0,0,-1016,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,82,0,5.57,,,16.67,0,0,0,0,-1016,0,-831,-500,457,387,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,83,0,5.58,,,16.67,0,0,0,0,-1015,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.68,4.2,4.16,4.19,4.08,,,,,84,0,5.58,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,84,0,5.59,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
7.67,4.2,4.16,4.19,4.08,,,,,85,0,5.57,,,16.67,0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1
