TxBat(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),RSSI(dB),RX,RxBatt(V),VSpeed(m/s),Altitude(m),VFAS(V),Current(A),Consumption(mAh),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Ext1,Ext2,Pot3,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ
7.67,3.72,3.68,3.7,3.7,,,,,73,0,5.59,,,14.7,3.1,1326,0,0,107,0,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.72,3.68,3.7,3.7,,,,,80,0,5.59,,,14.7,3.3,1326,0,0,305,39,-830,-501,461,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,1.66,3.68,3.7,3.7,,,,,82,0,5.59,,,14.7,3.3,1327,0,0,407,152,-831,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,1.66,3.68,3.7,3.7,,,,,81,0,5.57,,,14.69,8.1,1327,0,-27,502,114,-831,-501,461,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,1.66,3.68,3.7,3.7,,,,,83,0,5.57,,,14.69,8.1,1328,0,-84,523,33,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.72,3.68,3.7,3.7,,,,,82,0,5.58,,,14.66,11.2,1328,0,-78,526,40,-831,-500,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.72,3.68,3.7,3.7,,,,,83,0,5.58,,,14.66,11.2,1329,0,-75,526,51,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.72,3.68,3.7,3.7,,,,,85,0,5.59,,,14.63,12.3,1330,0,-54,678,88,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.72,3.68,3.69,3.7,,,,,83,0,5.59,,,14.63,12.3,1331,0,-45,687,110,-830,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.72,3.68,3.69,3.7,,,,,81,0,5.57,,,14.57,20.6,1333,0,-41,687,84,-831,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.72,3.68,3.7,3.7,,,,,80,0,5.55,,,14.52,20.6,1334,0,-1,688,100,-830,-500,459,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.69,3.65,3.7,3.7,,,,,77,0,5.55,,,14.52,21.4,1336,0,-50,711,0,-830,-500,459,389,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.69,3.65,3.68,3.67,,,,,73,0,5.55,,,14.48,23.4,1338,0,-78,719,0,-831,-500,459,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.65,3.68,3.67,,,,,70,0,5.55,,,14.48,23.4,1339,0,-105,723,0,-830,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.65,3.68,3.67,,,,,68,0,5.53,,,14.43,24.2,1341,0,-100,724,0,-830,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.65,3.68,3.67,,,,,65,0,5.5,,,14.43,24.2,1343,0,-71,724,0,-830,-500,459,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.65,3.68,3.65,,,,,61,0,5.49,,,14.39,24.7,1345,0,-85,724,0,-830,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.65,3.68,3.65,,,,,58,0,5.53,,,14.39,24.7,1347,0,-95,724,0,-830,-501,459,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.65,3.68,3.65,,,,,57,0,5.57,,,14.36,25,1348,0,-98,724,0,-831,-501,460,390,-589,-1024,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.65,3.68,3.65,,,,,58,0,5.56,,,14.36,25,1350,0,-193,725,-60,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.68,3.65,,,,,60,0,5.58,,,14.33,25.5,1352,0,-221,724,-101,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,61,0,5.57,,,14.33,25.5,1354,0,-224,724,-110,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,61,0,5.56,,,14.3,25.8,1356,0,-230,724,-115,-830,-501,459,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,1.6,3.65,,,,,63,0,5.58,,,14.28,26.2,1358,0,-214,724,-84,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,1.6,3.65,,,,,64,0,5.59,,,14.28,26.2,1360,0,-104,723,0,-831,-500,459,389,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,62,0,5.54,,,14.26,26.5,1362,0,-45,723,111,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,61,0,5.56,,,14.26,26.5,1364,0,-16,723,152,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,63,0,5.53,,,14.24,26.4,1366,0,0,695,132,-831,-500,460,390,-588,-1024,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,66,0,5.55,,,14.24,26.4,1368,0,-91,398,-45,-830,-500,460,390,-589,-1024,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,64,0,5.57,,,14.27,11.8,1369,0,-176,400,-208,-830,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,64,0,5.55,,,14.27,11.8,1370,0,-209,401,-252,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,65,0,5.57,,,14.3,13.4,1371,0,-200,408,-301,-831,-500,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,63,0,5.55,,,14.32,13.4,1372,0,-91,407,-340,-830,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,60,0,5.56,,,14.32,12.7,1373,0,0,407,-283,-831,-501,461,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,66,0,5.56,,,14.35,12.2,1374,0,0,407,0,-830,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,71,0,5.56,,,14.35,12.2,1375,0,-82,407,0,-830,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,74,0,5.53,,,14.37,12.4,1376,0,-201,407,47,-830,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,71,0,5.56,,,14.37,12.4,1377,0,-28,407,55,-830,-501,460,390,-589,-1024,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,68,0,5.56,,,14.38,12.5,1378,0,0,406,0,-831,-500,461,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,65,0,5.57,,,14.38,12.5,1379,0,0,406,344,-830,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,66,0,5.53,,,14.39,12.9,1380,0,64,405,725,-830,-500,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,1.6,3.65,,,,,68,0,5.55,,,14.39,12.9,1381,0,168,406,679,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,1.6,3.65,,,,,69,0,5.54,,,14.4,13.7,1382,0,212,406,628,-831,-500,461,390,-588,-1024,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,72,0,5.56,,,14.4,13.6,1383,0,253,405,202,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,73,0,5.58,,,14.4,13.6,1384,0,407,406,404,-830,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,69,0,5.48,,,14.41,13.3,1385,0,271,405,0,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,61,0,5.54,,,14.41,13.3,1386,0,290,406,0,-830,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,57,0,5.57,,,14.41,13.2,1387,0,300,406,0,-831,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,56,0,5.58,,,14.41,13.2,1388,0,171,406,0,-830,-501,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,58,0,5.59,,,14.41,13.5,1389,0,217,406,0,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,61,0,5.59,,,14.41,13.5,1390,0,205,406,12,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,58,0,5.59,,,14.41,13.5,1391,0,250,405,0,-831,-500,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,57,0,5.59,,,14.41,13.6,1392,0,206,406,-86,-831,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,58,0,5.59,,,14.4,13.6,1393,0,250,406,-1,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,61,0,5.59,,,14.41,13.6,1394,0,258,406,0,-831,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.64,3.63,3.65,3.65,,,,,64,0,5.59,,,14.41,13.6,1396,0,351,406,0,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,67,0,5.59,,,14.4,13.5,1397,0,312,406,185,-830,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.64,3.63,3.65,3.65,,,,,70,0,5.59,,,14.4,13.5,1398,0,341,405,336,-830,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.64,3.63,3.65,3.65,,,,,69,0,5.59,,,14.4,13.7,1399,0,307,405,257,-831,-501,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.64,3.63,3.65,3.65,,,,,67,0,5.59,,,14.4,13.7,1400,0,273,406,118,-831,-500,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.64,3.63,3.65,3.65,,,,,68,0,5.59,,,14.4,14.2,1401,0,244,406,6,-830,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.64,3.63,3.65,3.65,,,,,68,0,5.59,,,14.4,14.5,1402,0,251,406,0,-831,-501,460,390,-588,-1024,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.64,3.63,3.65,3.65,,,,,69,0,5.59,,,14.4,14.5,1403,0,338,405,0,-830,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,71,0,5.59,,,14.39,14.7,1404,0,336,406,-96,-831,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,70,0,5.59,,,14.39,14.7,1405,0,314,406,-176,-831,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,66,0,5.59,,,14.39,14.7,1406,0,337,406,-48,-831,-500,461,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.64,3.63,3.65,3.65,,,,,60,0,5.59,,,14.39,14.7,1407,0,345,405,1,-830,-500,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,58,0,5.59,,,14.39,14.5,1408,0,386,406,0,-831,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,54,0,5.59,,,14.39,14.5,1409,0,428,405,0,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,56,0,5.59,,,14.39,14,1410,0,436,406,0,-830,-501,459,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,58,0,5.59,,,14.39,14,1412,0,435,406,0,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,60,0,5.59,,,14.39,13.6,1413,0,359,406,-139,-830,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,62,0,5.57,,,14.39,13.6,1414,0,432,406,0,-831,-500,460,390,-588,-1024,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,1.6,3.65,,,,,61,0,5.58,,,14.39,12.7,1415,0,444,406,131,-831,-500,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,1.6,3.65,,,,,60,0,5.58,,,14.4,12,1416,0,423,405,104,-831,-501,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,1.6,3.65,,,,,59,0,5.59,,,14.4,12,1417,0,394,406,21,-830,-501,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,61,0,5.56,,,14.4,11.7,1418,0,388,406,0,-830,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,65,0,5.58,,,14.4,11.7,1418,0,422,406,0,-831,-501,460,390,-589,-1024,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,65,0,5.58,,,14.41,11.3,1419,0,435,406,0,-830,-500,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,67,0,5.59,,,14.41,11.3,1420,0,424,406,0,-830,-501,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,69,0,5.59,,,14.42,10.9,1421,0,385,406,-31,-830,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,68,0,5.57,,,14.42,10.9,1422,0,406,406,0,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,65,0,5.58,,,14.43,9.8,1422,0,367,406,-63,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,61,0,5.57,,,14.43,9.8,1423,0,334,406,-92,-830,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,62,0,5.57,,,14.43,10.5,1424,0,303,407,0,-831,-501,461,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,62,0,5.55,,,14.43,10.8,1425,0,284,405,0,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,64,0,5.57,,,14.43,10.8,1426,0,273,406,0,-830,-500,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.64,3.63,3.65,3.65,,,,,66,0,5.58,,,14.44,11.2,1426,0,210,406,-150,-830,-501,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,69,0,5.59,,,14.44,11.2,1427,0,181,406,-102,-831,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,67,0,5.59,,,14.44,11.3,1428,0,167,407,-62,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,68,0,5.59,,,14.44,11.3,1429,0,160,406,-54,-831,-500,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.63,1.6,3.65,,,,,69,0,5.59,,,14.43,12.1,1430,0,149,406,-43,-831,-500,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.63,1.6,3.65,,,,,69,0,5.59,,,14.43,12.1,1431,0,124,407,-120,-831,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,1.6,3.65,,,,,71,0,5.59,,,14.43,12,1432,0,127,407,-142,-831,-501,461,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,73,0,5.59,,,14.43,12,1433,0,213,407,-47,-830,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,73,0,5.56,,,14.42,12.4,1433,0,197,406,-28,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,73,0,5.58,,,14.42,12.4,1434,0,213,406,0,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,72,0,5.58,,,14.42,12.4,1435,0,185,406,0,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.63,3.65,3.65,,,,,72,0,5.59,,,14.42,11.8,1436,0,197,407,0,-831,-500,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.63,3.65,3.65,,,,,71,0,5.57,,,14.42,11.8,1437,0,212,406,82,-831,-500,460,390,-589,-1024,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.63,3.65,3.65,,,,,73,0,5.58,,,14.42,11.4,1438,0,236,406,149,-830,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,72,0,5.56,,,14.42,11.4,1439,0,294,406,213,-830,-500,459,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,70,0,5.58,,,14.42,11.4,1440,0,328,406,228,-831,-501,459,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,71,0,5.57,,,14.42,11.4,1441,0,312,407,199,-831,-500,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,70,0,5.58,,,14.42,11.4,1442,0,250,406,48,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,64,0,5.59,,,14.42,11.9,1442,0,230,406,0,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,63,0,5.59,,,14.42,11.9,1443,0,259,406,0,-831,-500,459,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,60,0,5.59,,,14.42,11.9,1444,0,308,406,0,-830,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,61,0,5.59,,,14.42,12.1,1445,0,329,406,0,-831,-500,459,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,60,0,5.59,,,14.41,11.7,1446,0,335,406,0,-830,-500,459,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.63,3.65,3.65,,,,,58,0,5.59,,,14.41,11.7,1447,0,339,406,0,-831,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,60,0,5.56,,,14.41,12.3,1448,0,336,406,0,-831,-500,459,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,62,0,5.58,,,14.41,12.3,1449,0,340,406,0,-831,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,61,0,5.58,,,14.41,12.7,1450,0,366,407,0,-831,-500,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,59,0,5.59,,,14.41,12.7,1451,0,391,406,28,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,57,0,5.59,,,14.4,13.4,1452,0,387,407,21,-831,-501,459,390,-588,-1024,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,60,0,5.59,,,14.39,13.4,1453,0,390,407,24,-830,-501,459,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,63,0,5.59,,,14.39,13.7,1454,0,378,406,0,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,1.6,3.65,,,,,65,0,5.59,,,14.39,13.8,1455,0,382,407,0,-831,-500,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,1.6,3.65,,,,,65,0,5.59,,,14.39,13.8,1456,0,418,407,25,-830,-501,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,66,0,5.59,,,14.38,13.8,1457,0,472,406,138,-830,-500,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,67,0,5.59,,,14.38,13.8,1458,0,383,406,0,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,68,0,5.59,,,14.38,13.6,1459,0,285,407,-242,-831,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,65,0,5.59,,,14.38,13.6,1460,0,281,407,-201,-831,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.63,3.65,3.65,,,,,59,0,5.59,,,14.38,13,1461,0,268,407,-251,-831,-501,459,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,56,0,5.59,,,14.38,13,1462,0,269,407,-261,-830,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,60,0,5.56,,,14.38,11.3,1463,0,246,406,-48,-830,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.63,3.65,3.65,,,,,62,0,5.58,,,14.38,11.3,1464,0,449,407,0,-830,-501,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,63,0,5.56,,,14.39,10.8,1464,0,462,405,0,-831,-501,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,64,0,5.56,,,14.39,10.8,1465,0,409,406,48,-831,-501,459,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.63,3.65,3.65,,,,,63,0,5.55,,,14.4,9.7,1466,0,199,405,111,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,59,0,5.54,,,14.4,10.2,1467,0,200,314,152,-831,-500,460,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.66,3.67,3.63,3.65,3.65,,,,,55,0,5.55,,,14.4,10.2,1467,0,258,210,162,-831,-500,460,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,1.6,3.65,,,,,56,0,5.55,,,14.43,5.3,1468,0,266,211,29,-831,-500,458,391,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,1.6,3.65,,,,,58,0,5.56,,,14.43,5.3,1469,0,238,211,0,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,60,0,5.57,,,14.44,6.9,1469,0,221,210,0,-831,-501,461,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,61,0,5.58,,,14.44,6.9,1470,0,209,211,0,-830,-500,460,390,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,62,0,5.59,,,14.45,7.6,1470,0,120,211,-138,-831,-500,461,391,-588,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,63,0,5.57,,,14.45,7.6,1471,0,132,212,-141,-831,-501,461,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,65,0,5.56,,,14.45,7.3,1471,0,122,211,-37,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
7.67,3.67,3.63,3.65,3.65,,,,,67,0,5.58,,,14.45,7.4,1472,0,264,211,0,-831,-500,460,390,-589,-1023,0,1,1,-1,1,0,-1,1,-1,-1,-1
