Date,Time,VSpd(m/s),Alt(m),A2(V),RSSI(dB),RxBt(V),Cels(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-10-11,15:41:38.630,0.0,-2.4,9.0,98,4.9,0.00,-2,-1,462,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:39.130,0.0,-2.4,9.0,100,4.9,0.00,-2,-1,1024,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000000000480,8.1
2019-10-11,15:41:39.630,0.0,-2.4,9.1,99,4.9,0.00,-2,-1,1024,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000000000480,8.1
2019-10-11,15:41:40.130,0.0,-2.4,8.9,100,4.9,0.00,-2,-1,1024,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000000000480,8.1
2019-10-11,15:41:40.630,0.0,-2.5,9.3,98,4.9,0.00,-2,-1,1024,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000000000480,8.1
2019-10-11,15:41:41.130,0.0,-2.5,9.8,99,4.9,0.00,-2,-1,1024,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000000000480,8.1
2019-10-11,15:41:41.630,-0.1,-2.5,9.6,100,4.9,0.00,-2,-1,1024,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000000000480,8.1
2019-10-11,15:41:42.130,0.0,-2.6,9.4,100,4.9,0.00,-2,-1,1024,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000000000480,8.1
2019-10-11,15:41:42.630,-0.1,-2.6,9.1,100,4.9,0.00,-3,-1,-184,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:43.130,0.0,-2.6,8.7,99,4.9,0.00,-3,-1,-1024,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:43.630,0.0,-2.6,8.7,98,4.9,0.00,-3,-1,-1024,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:44.130,0.0,-2.7,8.8,100,4.9,0.00,-2,-1,717,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:44.630,0.0,-2.7,8.8,99,4.9,0.00,-2,-1,1024,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000000000480,8.1
2019-10-11,15:41:45.130,0.0,-2.6,8.6,100,4.9,0.00,-2,-1,775,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:45.630,0.0,-2.7,8.6,99,4.9,0.00,-2,-1,95,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:46.130,0.0,-2.7,8.5,98,4.9,0.00,-3,-1,94,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:46.630,0.0,-2.7,8.5,99,4.9,0.00,-2,-1,-90,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:47.130,0.0,-2.6,8.5,99,4.9,0.00,-2,-1,-90,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:47.630,0.0,-2.6,8.5,92,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:48.130,0.0,-2.6,8.7,93,4.9,0.00,-3,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:48.630,0.0,-2.6,8.9,95,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:49.130,0.0,-2.6,9.1,92,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:49.630,0.1,-2.5,9.3,88,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:50.130,0.0,-2.5,9.6,89,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:50.630,0.0,-2.4,9.1,91,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:51.130,0.0,-2.4,9.5,94,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:51.630,0.1,-2.3,9.5,92,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:52.130,0.1,-2.3,9.6,89,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:52.630,0.0,-2.3,9.8,84,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:53.130,0.0,-2.3,10.0,85,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:53.630,0.0,-2.4,9.8,85,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:54.130,0.0,-2.3,9.3,86,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:54.630,0.0,-2.4,8.8,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:55.130,-0.1,-2.4,9.0,86,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:55.630,0.0,-2.4,8.9,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:56.130,0.0,-2.5,9.0,88,4.9,0.00,-2,-1,-90,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:56.630,0.0,-2.5,8.8,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:57.130,0.0,-2.5,8.8,86,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:57.630,0.0,-2.6,8.7,84,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:58.130,0.0,-2.6,8.6,84,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:58.630,0.0,-2.6,8.5,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:59.130,0.0,-2.6,8.5,85,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:41:59.630,0.0,-2.6,8.7,86,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:00.130,0.0,-2.6,8.9,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:00.630,0.0,-2.6,9.3,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:01.130,0.1,-2.4,9.2,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:01.630,0.0,-2.5,9.0,87,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:02.130,0.0,-2.5,8.6,84,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:02.630,0.0,-2.5,9.0,83,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:03.130,0.0,-2.6,9.5,84,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:03.630,0.0,-2.6,9.2,85,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:04.130,0.0,-2.6,9.5,86,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:04.630,0.0,-2.6,9.3,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:05.130,0.0,-2.6,9.3,86,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:05.630,0.0,-2.6,8.9,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:06.130,0.0,-2.7,8.7,88,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:06.630,-0.1,-2.7,8.6,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:07.130,0.0,-2.7,8.6,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:07.630,0.0,-2.8,8.5,88,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:08.130,0.0,-2.8,8.4,85,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:08.630,0.0,-2.7,8.3,90,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:09.130,0.0,-2.8,8.3,89,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:09.630,0.0,-2.8,8.3,92,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:10.130,0.1,-2.7,8.3,86,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:10.630,0.0,-2.8,8.3,86,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:11.130,0.0,-2.7,8.6,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:11.630,0.1,-2.6,8.8,88,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:12.130,0.0,-2.7,8.8,86,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:12.630,0.1,-2.6,8.7,87,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:13.130,0.0,-2.7,8.6,87,4.9,0.00,-2,-2,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:13.630,0.0,-2.6,8.7,83,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:14.130,0.0,-2.7,8.7,87,4.9,0.00,-2,-2,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:14.630,0.0,-2.6,8.9,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:15.130,0.0,-2.6,8.8,86,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:15.630,0.0,-2.6,9.5,85,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:16.130,0.0,-2.6,9.8,86,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:16.630,0.0,-2.6,9.4,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:17.130,-0.2,-2.8,9.3,87,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:17.630,0.0,-2.6,9.0,88,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:18.130,0.0,-2.6,8.7,87,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:18.630,0.0,-2.6,8.7,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:19.130,0.0,-2.6,8.7,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:19.630,0.0,-2.6,8.6,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:20.130,0.0,-2.5,8.6,85,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:20.630,0.0,-2.5,8.6,86,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:21.130,0.0,-2.5,8.5,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:21.630,0.0,-2.6,8.5,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:22.130,0.0,-2.6,8.4,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:22.630,0.0,-2.6,8.5,88,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:23.130,0.0,-2.6,8.8,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:23.630,0.0,-2.5,8.7,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:24.130,0.0,-2.5,9.0,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:24.630,0.0,-2.5,9.0,84,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:25.130,0.0,-2.5,9.3,88,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:25.630,0.0,-2.5,9.2,87,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:26.130,0.0,-2.5,9.5,86,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:26.630,-0.1,-2.6,9.4,86,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:27.130,0.0,-2.5,9.6,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:27.630,0.1,-2.5,9.7,87,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:28.130,0.0,-2.4,10.2,87,4.9,0.00,-2,-2,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:28.630,0.1,-2.4,9.9,88,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:29.130,0.0,-2.4,10.0,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:29.630,0.0,-2.4,9.3,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:30.130,0.0,-2.3,9.2,84,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:30.630,0.0,-2.3,9.0,87,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:31.130,0.0,-2.3,9.0,86,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:31.630,0.0,-2.2,8.8,87,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:32.130,0.0,-2.2,8.8,87,4.9,0.00,-2,-2,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:32.630,0.0,-2.2,8.6,88,4.9,0.00,-2,-2,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:33.130,0.0,-2.2,8.6,88,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:33.630,0.0,-2.3,8.7,91,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:34.130,0.0,-2.3,8.7,92,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:34.630,0.0,-2.3,8.4,89,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:35.130,0.0,-2.3,8.4,96,4.9,0.00,-2,-1,-90,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:35.630,0.0,-2.3,8.4,94,4.9,0.00,-2,-1,-90,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:36.130,0.0,-2.3,8.4,89,4.9,0.00,-2,-1,-90,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:36.630,0.0,-2.3,8.5,95,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:37.130,0.0,-2.3,8.7,96,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:37.630,0.0,-2.3,8.7,96,4.9,0.00,-3,-1,-90,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:38.130,0.0,-2.3,8.5,96,4.9,0.00,-3,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:38.630,0.0,-2.3,8.5,94,4.9,0.00,-2,-1,-90,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:39.130,0.0,-2.3,8.7,95,4.9,0.00,-3,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:39.630,-0.1,-2.3,9.1,95,4.9,0.00,-3,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:40.130,0.0,-2.3,9.0,96,4.9,0.00,-2,-2,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:40.630,0.0,-2.3,9.7,96,4.9,0.00,-2,-1,-90,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:41.130,0.0,-2.3,9.7,97,4.9,0.00,-3,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:41.630,0.0,-2.3,9.2,97,4.9,0.00,-3,-1,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:42.130,0.0,-2.3,9.1,96,4.9,0.00,-2,-1,-90,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:42.630,0.0,-2.2,8.8,95,4.9,0.00,-3,-2,-90,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:43.130,0.0,-2.3,8.6,96,4.9,0.00,-3,-2,-90,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:43.630,0.0,-2.3,8.7,97,4.9,0.00,-3,-1,-90,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:44.130,0.0,-2.2,8.6,96,4.9,0.00,-3,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:44.630,0.0,-2.3,8.5,97,4.9,0.00,-2,-1,-91,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:45.130,0.0,-2.3,8.3,98,4.9,0.00,-2,-2,-91,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:45.630,0.0,-2.3,8.6,96,4.9,0.00,-2,-1,-91,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:46.130,0.0,-2.3,8.5,97,4.9,0.00,-2,-1,-90,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:46.630,0.0,-2.3,8.6,95,4.9,0.00,-3,-1,-1024,3,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:47.130,0.0,-2.4,8.6,96,4.9,0.00,-3,-1,-1024,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:47.630,0.0,-2.4,8.8,96,4.9,0.00,-3,-1,-1024,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:48.130,0.0,-2.3,8.5,96,4.9,0.00,-2,-1,-1024,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:48.630,0.0,-2.3,8.9,96,4.9,0.00,-3,-1,-1024,3,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:49.130,0.0,-2.3,8.7,96,4.9,0.00,-2,-1,-1024,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:49.630,0.0,-2.4,9.0,96,4.9,0.00,-2,-1,-1024,2,-338,204,-1024,-1024,4,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
2019-10-11,15:42:50.130,0.0,-2.4,8.8,95,4.9,0.00,-2,-1,-1024,2,-338,204,-1024,-1024,3,0,1,1,1,-1,-1,0,-1,0x0000000004000480,8.1
