Date,Time,VSpd(m/s),Alt(m),A2(V),RSSI(dB),RxBt(V),Cels(V),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-10-11,16:14:38.700,0.0,-2.0,9.7,97,4.9,0.00,-4,-4,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:39.200,0.0,-2.0,9.5,97,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:39.700,0.0,-2.0,9.5,98,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:40.200,0.1,-2.0,9.3,97,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:40.700,-0.1,-2.1,9.4,97,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:41.200,0.0,-2.0,9.1,96,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:41.700,0.0,-2.0,9.8,96,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:42.200,0.0,-2.0,9.7,96,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:42.700,0.0,-2.1,10.3,94,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:43.200,0.0,-2.1,9.9,93,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:43.700,0.0,-2.0,10.4,94,4.9,0.00,-3,-3,1024,4,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:44.200,0.0,-2.0,10.4,94,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:44.700,0.0,-2.0,10.0,94,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-929,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:45.200,0.0,-2.0,9.8,96,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:45.700,0.0,-2.1,9.6,95,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:46.200,-0.1,-2.2,9.5,94,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:46.700,0.1,-2.0,9.4,94,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:47.200,0.0,-2.0,9.1,96,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:47.700,0.0,-2.0,9.0,93,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:48.200,0.0,-2.1,8.8,96,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:48.700,0.0,-2.1,9.0,95,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:49.200,0.0,-2.0,9.4,96,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:49.700,0.0,-2.0,9.8,93,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,896,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:50.200,0.0,-2.0,10.0,95,4.9,0.00,-4,-3,1024,3,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:50.700,0.0,-2.0,10.8,95,4.9,0.00,-4,-1,1024,1014,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:51.200,0.0,-2.0,10.7,94,4.9,0.00,-4,-4,1024,-1017,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:51.700,0.0,-2.0,10.6,95,4.9,0.00,-4,-2,1024,6,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:52.200,0.0,-2.0,10.2,95,4.9,0.00,-4,-3,1024,3,-723,204,-1024,-1024,1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:52.700,0.0,-2.1,9.6,95,4.9,0.00,-3,-3,1024,4,-722,204,-1024,-1024,1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:53.200,0.0,-2.0,9.6,92,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:53.700,0.0,-2.0,9.2,96,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:54.200,0.0,-2.1,9.5,93,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:54.700,0.0,-2.1,9.5,95,4.9,0.00,-3,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:55.200,0.0,-2.0,9.7,95,4.9,0.00,-3,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:55.700,0.0,-2.0,9.3,95,4.9,0.00,-4,-4,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:56.240,0.0,-2.1,9.8,95,4.9,0.00,-3,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:56.740,0.0,-2.0,9.7,96,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:57.240,0.0,-2.0,10.3,96,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:57.740,0.0,-1.9,9.9,96,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:58.240,0.0,-2.0,10.5,95,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:58.740,0.0,-2.0,10.2,93,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,-1,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:59.240,0.0,-2.1,9.6,95,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:14:59.740,-0.1,-2.0,9.4,95,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:00.240,0.0,-2.0,9.2,94,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:00.740,0.0,-2.0,9.2,95,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,-1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:01.240,0.0,-2.1,9.2,94,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:01.740,0.0,-2.0,9.2,95,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:02.240,0.0,-2.0,9.2,94,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:02.740,0.0,-2.0,9.2,94,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:03.240,0.0,-2.0,9.1,93,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:03.740,-0.1,-2.1,9.6,92,4.9,0.00,-3,-3,1024,4,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:04.240,-0.1,-2.1,9.4,92,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:04.740,0.0,-2.1,9.9,96,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1008,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:05.240,0.0,-2.1,10.3,93,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:05.740,0.0,-2.1,10.5,94,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:06.240,0.0,-2.0,9.8,94,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:06.740,0.0,-2.1,9.4,93,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:07.240,0.0,-2.1,9.0,94,4.9,0.00,-6,-3,-1024,4,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000004002000,7.9
2019-10-11,16:15:07.740,-0.1,-2.2,9.0,96,4.9,0.00,-4,-3,-1024,4,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000004002000,7.9
2019-10-11,16:15:08.240,0.0,-2.1,8.9,94,4.9,0.00,-4,-3,-1024,4,-723,204,-1024,-1024,1024,0,1,1,1,0,-1,0,-1,0x0000000004002000,7.9
2019-10-11,16:15:08.740,0.0,-2.2,8.9,94,4.9,0.00,-4,-3,-1024,4,-722,204,-1024,-1024,771,0,1,1,1,0,-1,0,-1,0x0000000004002000,7.9
2019-10-11,16:15:09.240,0.0,-2.1,8.9,95,4.9,0.00,-4,-3,-1024,4,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000004002000,7.9
2019-10-11,16:15:09.740,0.0,-2.1,8.9,93,4.9,0.00,-4,-3,-1024,4,-722,204,-1024,-1024,1024,0,1,1,1,0,-1,0,-1,0x0000000004002000,7.9
2019-10-11,16:15:10.240,0.0,-2.1,9.4,94,4.9,0.00,-4,-3,-1024,4,-722,204,-1024,-1024,-1024,0,1,1,1,0,-1,0,-1,0x0000000004002000,7.9
2019-10-11,16:15:10.740,0.0,-2.1,9.4,95,4.9,0.00,-4,-3,-1024,4,-723,204,-1024,-1024,3,0,1,1,1,0,-1,0,-1,0x0000000004002000,7.9
2019-10-11,16:15:11.240,0.0,-2.1,9.7,94,4.9,0.00,-7,-3,780,4,-722,204,-1024,-1024,4,0,1,1,1,0,-1,0,-1,0x0000000004002000,7.9
2019-10-11,16:15:11.740,0.1,-2.0,10.3,95,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,4,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:12.240,0.0,-2.0,10.3,95,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,4,0,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:12.740,0.0,-2.1,10.2,95,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,4,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:13.240,0.0,-2.1,9.4,94,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,3,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:13.740,0.0,-2.0,9.0,93,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,4,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:14.240,0.1,-2.0,9.0,93,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:14.740,0.0,-2.0,9.0,92,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,-893,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:15.240,0.0,-2.0,9.0,94,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:15.740,0.0,-2.0,9.0,95,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,3,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:16.240,0.0,-2.0,9.1,95,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:16.740,0.0,-2.0,9.3,93,4.9,0.00,-4,-4,1024,4,-722,204,-1024,-1024,227,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:17.240,0.0,-2.0,9.6,94,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,-1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:17.740,0.0,-2.0,9.9,95,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:18.240,0.0,-2.0,10.2,96,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:18.740,0.0,-2.0,10.0,94,4.9,0.00,-4,-3,1024,3,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:19.240,0.0,-2.0,9.9,99,4.9,0.00,-4,-2,1024,3,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:19.740,0.0,-2.0,9.7,101,4.9,0.00,-3,-2,1024,3,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:20.240,0.0,-2.0,9.4,100,4.9,0.00,-3,-2,1024,3,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:20.740,0.0,-2.0,9.2,97,4.9,0.00,-3,-2,1024,3,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:21.240,-0.1,-2.1,9.2,94,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:21.740,0.0,-2.0,9.0,92,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:22.240,0.0,-2.1,9.0,92,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:22.740,-0.1,-2.2,9.0,92,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:23.240,0.0,-2.1,9.3,92,4.9,0.00,-4,-3,1024,3,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:23.740,0.0,-2.1,9.3,93,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:24.240,0.0,-2.1,9.5,98,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:24.740,0.1,-2.0,9.4,97,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:25.240,0.0,-2.1,9.8,100,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:25.740,0.0,-2.0,10.1,98,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:26.240,0.3,-1.8,9.4,97,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:26.770,0.3,-1.6,9.4,94,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:27.270,0.2,-1.5,9.2,94,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:27.770,0.0,-1.6,9.2,99,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:28.270,0.0,-1.6,9.2,98,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:28.770,0.0,-1.6,9.1,98,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:29.270,0.0,-1.7,9.0,96,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:29.770,0.0,-1.7,9.2,94,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:30.270,0.0,-1.7,9.3,88,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:30.770,0.1,-1.6,9.5,83,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:31.270,0.0,-1.6,9.6,84,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:31.770,0.0,-1.6,9.5,85,4.9,0.00,-4,-3,1024,3,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:32.270,0.2,-1.5,10.2,80,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:32.770,0.1,-1.4,9.9,84,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:33.270,0.0,-1.4,10.2,86,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:33.770,0.1,-1.3,9.6,81,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:34.270,0.0,-1.3,9.0,84,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:34.770,0.0,-1.3,9.0,84,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:35.270,0.0,-1.4,9.1,80,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:35.770,0.0,-1.4,9.2,78,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:36.270,-0.1,-1.5,9.0,82,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:36.770,0.0,-1.5,8.9,80,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:37.270,-0.1,-1.5,8.9,83,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:37.770,0.0,-1.5,8.9,78,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:38.270,0.0,-1.6,8.9,80,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:38.770,0.0,-1.6,9.0,81,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:39.270,0.1,-1.5,9.2,81,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:39.770,0.1,-1.5,9.3,80,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:40.270,0.0,-1.5,10.0,85,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:40.770,0.0,-1.4,9.7,77,4.9,0.00,-4,-3,1024,3,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:41.270,0.0,-1.6,10.0,80,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:41.770,-0.1,-1.6,9.5,75,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:42.270,-0.2,-1.7,9.1,76,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:42.770,-0.3,-1.9,9.1,76,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:43.270,-0.2,-2.0,8.7,76,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:43.770,-0.2,-2.0,8.8,74,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:44.270,-0.1,-2.1,8.6,74,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:44.770,0.0,-2.1,8.6,72,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:45.270,0.0,-2.1,8.6,70,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:45.770,0.0,-2.1,8.6,68,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:46.270,0.0,-2.2,8.7,69,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:46.770,0.0,-2.1,9.0,72,4.9,0.00,-4,-3,1024,3,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:47.270,0.0,-2.1,9.1,68,4.9,0.00,-4,-3,1024,3,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:47.770,0.0,-2.1,9.2,70,4.9,0.00,-4,-3,1024,3,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:48.270,0.1,-1.9,9.1,72,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:48.770,0.0,-1.9,9.5,71,4.9,0.00,-4,-3,1024,4,-722,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:49.270,0.0,-1.9,9.4,72,4.9,0.00,-4,-3,1024,4,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
2019-10-11,16:15:49.770,0.0,-1.9,9.6,71,4.9,0.00,-4,-3,1024,3,-723,204,-1024,-1024,1024,1,1,1,1,0,-1,0,-1,0x0000000000002000,7.9
