Date,Time,TxBat(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),RSSI(dB),RX,RxBatt(V),GPS,GPS alt(m),GPS speed(knots),GPS clock(),VSpeed(m/s),Altitude(m),VFAS(V),Current(A),Consumption(mAh),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Ext1,Ext2,Pot3,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,
2025-07-09,12:15:27.040,7.72,,,,,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-500,456,385,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:27.260,7.71,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:27.520,7.71,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:27.780,7.70,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:28.050,7.71,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,456,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:28.320,7.70,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,456,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:28.580,7.70,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:28.850,7.70,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:29.120,7.70,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:29.410,7.70,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,456,385,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:29.680,7.70,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:29.950,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,387,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:30.210,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,458,387,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:30.490,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:30.750,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:31.020,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:31.290,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,387,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:31.570,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:31.850,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:32.120,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,-1,1,-1,-1,-1,
2025-07-09,12:15:32.390,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,387,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:32.650,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:32.920,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:33.210,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:33.480,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:33.760,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:34.020,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:34.280,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:34.540,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:34.810,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:35.080,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:35.340,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:35.600,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:35.870,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:36.140,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-589,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:36.400,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,387,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:36.670,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:36.930,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:37.200,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:37.460,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:37.730,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:37.990,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:38.290,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:38.560,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:38.830,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:39.100,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:39.370,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:39.640,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:39.910,7.69,,,,,,,,,,,,,,,,,,,,,0,0,-1017,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:40.180,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:40.440,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:40.700,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1015,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:40.970,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:41.240,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1015,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:41.500,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:41.770,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1015,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:42.040,7.68,,,,,,,,,,,,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:42.360,7.68,,,,,,,,,64,0,5.31,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:42.630,7.68,,,,,,,,,73,0,5.41,,,,,,,,,,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:42.890,7.68,,,,,,,,,75,0,5.44,,,,,,,16.67,0.1,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:43.160,7.68,4.20,4.16,4.19,4.14,,,,,76,0,5.46,,,,,,,16.67,0.1,0,0,0,-1016,0,-831,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:43.430,7.69,4.20,4.16,4.19,4.14,,,,,78,0,5.47,,,,,,,16.68,0.1,0,0,0,-1016,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:43.700,7.69,4.20,4.16,4.19,4.14,,,,,79,0,5.49,,,,,,,16.68,0.0,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:43.970,7.68,4.20,4.16,4.19,4.14,,,,,80,0,5.49,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:44.240,7.68,4.20,4.16,4.19,4.14,,,,,80,0,5.48,,,,,,,16.67,0.2,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:44.510,7.69,4.20,4.16,4.19,4.14,,,,,78,0,5.48,,,,,,,16.67,0.2,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:44.770,7.69,4.20,4.16,4.19,4.14,,,,,77,0,5.48,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:45.030,7.69,4.20,4.16,4.19,4.14,,,,,79,0,5.48,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:45.290,7.68,4.20,4.16,4.19,4.14,,,,,80,0,5.48,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,458,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:45.550,7.69,4.20,4.16,4.19,4.14,,,,,78,0,5.48,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:45.810,7.69,4.20,4.16,4.19,4.14,,,,,79,0,5.50,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:46.080,7.69,4.20,4.16,4.19,4.11,,,,,78,0,5.49,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:46.340,7.69,4.20,4.16,4.19,4.11,,,,,78,0,5.48,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:46.600,7.69,4.20,4.16,4.19,4.11,,,,,79,0,5.48,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:46.860,7.69,4.20,4.16,4.19,4.11,,,,,82,0,5.48,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:47.130,7.68,4.20,4.16,4.19,4.11,,,,,83,0,5.48,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:47.430,7.68,4.20,4.16,4.19,4.11,,,,,83,0,5.53,,,,,,,16.67,0.0,0,0,0,-1016,0,-830,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:47.690,7.68,4.20,4.16,4.19,4.11,,,,,84,0,5.53,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:47.960,7.68,4.20,4.16,4.19,4.11,,,,,85,0,5.52,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-589,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:48.230,7.68,4.20,4.16,4.19,4.11,,,,,84,0,5.50,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:48.500,7.68,4.20,4.16,4.19,4.11,,,,,83,0,5.52,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:48.760,7.68,4.20,4.16,4.19,4.11,,,,,83,0,5.50,,,,,,,16.67,0.0,0,0,0,-1015,0,-831,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:49.030,7.68,4.20,4.16,0.10,4.11,,,,,84,0,5.49,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:49.290,7.69,4.20,4.16,0.10,4.11,,,,,84,0,5.53,,,,,,,16.67,0.0,0,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:49.550,7.69,4.20,4.16,4.19,4.11,,,,,84,0,5.51,,,,,,,16.67,0.0,0,0,0,-1015,0,-830,-501,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:49.810,7.69,4.20,4.16,4.19,4.11,,,,,84,0,5.52,,,,,,,16.67,0.0,0,0,0,-1017,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:50.080,7.68,4.20,4.16,4.19,4.11,,,,,82,0,5.54,,,,,,,16.67,0.0,0,0,0,-1015,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:50.340,7.69,4.20,4.16,4.19,4.11,,,,,82,0,5.54,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,458,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:50.600,7.68,4.20,4.16,4.19,4.11,,,,,83,0,5.50,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:50.870,7.68,4.20,4.16,4.19,4.11,,,,,83,0,5.55,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,458,387,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:51.140,7.68,4.20,4.16,4.19,4.11,,,,,82,0,5.57,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:51.400,7.68,4.20,4.16,4.19,4.11,,,,,81,0,5.56,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:51.660,7.68,4.20,4.16,4.19,4.11,,,,,81,0,5.54,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:51.940,7.68,4.20,4.16,4.19,4.08,,,,,81,0,5.51,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,458,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:52.210,7.68,4.20,4.16,4.19,4.08,,,,,81,0,5.51,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:52.480,7.68,4.20,4.16,4.19,4.08,,,,,80,0,5.49,,,,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,387,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:52.740,7.68,4.20,4.16,4.19,4.08,,,,,80,0,5.53,,,0.298,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:53.020,7.68,4.20,4.16,4.19,4.08,,,,,81,0,5.53,45.120448 -74.217881,,0.298,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:53.280,7.68,4.20,4.16,4.19,4.08,,,,,81,0,5.53,45.120448 -74.217903,,0.166,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:53.560,7.68,4.20,4.16,4.19,4.08,,,,,80,0,5.50,45.120448 -74.217903,,0.166,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:53.820,7.68,4.20,4.16,4.19,4.08,,,,,80,0,5.55,45.120420 -74.217915,2.60,0.377,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,458,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:54.080,7.68,4.20,4.16,4.19,4.08,,,,,79,0,5.52,45.120420 -74.217915,2.60,0.377,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:54.350,7.68,4.20,4.16,4.19,4.08,,,,,80,0,5.54,45.120420 -74.217915,2.60,0.345,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:54.610,7.68,4.20,4.16,4.19,4.08,,,,,80,0,5.52,45.120420 -74.217915,2.60,0.345,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:54.880,7.68,4.20,4.16,4.19,4.08,,,,,80,0,5.55,45.120425 -74.217911,3.10,0.332,,,,16.67,0.0,0,0,0,-1016,0,-830,-500,457,387,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:55.140,7.68,4.20,4.16,4.19,4.08,,,,,82,0,5.53,45.120425 -74.217911,3.10,0.332,,,,16.67,0.0,0,0,0,-1015,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:55.410,7.68,4.20,4.16,4.19,4.08,,,,,82,0,5.56,45.120425 -74.217911,3.10,0.016,,,,16.67,0.0,0,0,0,-1015,0,-831,-500,458,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:55.690,7.67,4.20,4.16,4.19,4.08,,,,,82,0,5.58,45.120438 -74.217911,3.10,0.016,,,,16.67,0.0,0,0,0,-1015,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:55.960,7.67,4.20,4.16,4.19,4.08,,,,,83,0,5.58,45.120438 -74.217886,9.80,0.102,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:56.220,7.67,4.20,4.16,4.19,4.08,,,,,80,0,5.55,45.120438 -74.217886,9.80,0.102,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:56.500,7.67,4.20,4.16,4.19,4.08,,,,,79,0,5.53,45.120438 -74.217886,9.80,0.089,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:56.770,7.67,4.20,4.16,4.19,4.08,,,,,78,0,5.53,45.120473 -74.217871,22.40,0.089,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:57.040,7.67,4.20,4.16,4.19,4.08,,,,,78,0,5.55,45.120473 -74.217871,22.40,0.107,,,,16.67,0.0,0,0,0,-1016,0,-830,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:57.310,7.68,4.20,4.16,4.19,4.08,,,,,79,0,5.58,45.120473 -74.217871,22.40,0.022,,,,16.67,0.0,0,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:57.620,7.68,4.20,4.16,4.19,4.08,,,,,80,0,5.58,45.120473 -74.217871,22.40,0.022,,,,16.67,0.0,0,0,0,-1017,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:57.890,7.68,4.20,4.16,4.19,4.08,,,,,78,0,5.56,45.120503 -74.217855,32.20,0.036,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:58.160,7.68,4.20,4.16,4.19,4.08,,,,,79,0,5.56,45.120503 -74.217855,32.20,0.036,,,,16.67,0.0,0,0,0,-1016,0,-830,-501,458,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:58.430,7.68,4.20,4.16,4.19,4.08,,,,,79,0,5.55,45.120503 -74.217855,32.20,0.040,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:58.710,7.67,4.20,4.16,4.19,4.08,,,,,79,0,5.56,45.120523 -74.217855,32.20,0.040,,,,16.67,0.0,0,0,0,-1016,0,-830,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:58.980,7.67,4.20,4.16,4.19,4.08,,,,,79,0,5.54,45.120523 -74.217843,40.00,0.031,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:59.240,7.67,4.20,4.16,4.19,4.08,,,,,78,0,5.57,45.120523 -74.217843,40.00,0.031,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:59.520,7.67,4.20,4.16,4.19,4.08,,,,,78,0,5.58,45.120523 -74.217843,40.00,0.049,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,385,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:15:59.800,7.68,4.20,4.16,4.19,4.08,,,,,78,0,5.59,45.120531 -74.217840,40.00,0.049,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:16:00.060,7.68,4.20,4.16,4.19,4.08,,,,,80,0,5.59,45.120533 -74.217838,43.90,0.100,,,,16.67,0.0,0,0,0,-1016,0,-831,-500,457,386,-588,-1022,0,1,1,-1,1,1,1,1,-1,-1,-1,
2025-07-09,12:16:00.330,7.68,4.20,4.16,4.19,4.08,,,,,81,0,5.57,45.120533 -74.217838,43.90,0.100,,,,16.67,0.0,0,0,0,-1016,0,-831,-501,457,386,-588,-1023,0,1,1,-1,1,1,1,1,-1,-1,-1,
